transaction_id,date,company_name,stock_symbol,trader_name,transaction_type,quantity,price_per_share,total_value,is_scam_related,sensex
9f05be8c-16f2-4ae6-bd4a-86119a7954e6,2/3/1990,"Herrera, Jennings and Wilkins",cgge,Carol Stafford,Buy,5722,627.35,3589696.7,FALSE,1275
99edfa70-10a5-4c12-ad28-a00efdf32158,2/4/1990,Christensen Group,vpfz,Harshad Mehta,Buy,6641,653.82,4342018.62,TRUE,4613
ce041528-617d-4275-b44b-03e21791943b,2/5/1990,Brown Ltd,tvax,Harshad Mehta,Sell,8791,626.74,5509671.34,TRUE,3641
efc5fc78-a2b8-4972-9b4f-51b509e004ab,2/6/1990,"Morton, Fowler and Carney",qEDu,Cassandra Torres,Sell,7038,491.8,3461288.4,FALSE,3110
32283a5d-1487-4729-8d78-b2c632963716,2/7/1990,Curtis-Buck,nYWP,Harshad Mehta,Buy,8196,85.37,699692.52,FALSE,1316
04764ae5-d4fe-47ac-82ec-a0cae27baa7b,2/8/1990,"Russo, Harrell and Atkinson",zYMN,Timothy Hansen,Sell,4551,81.36,370269.36,TRUE,1226
bf5f6280-2926-46d6-8191-d6bda8ac71f6,2/9/1990,Yoder Group,NDlZ,Joshua Cohen,Buy,6290,33.4,210086,TRUE,2539
c5fe5aa3-9c92-4b77-96ab-3ac00b4006e1,2/10/1990,Smith-Morris,WEnk,Harshad Mehta,Sell,5675,740.65,4203188.75,TRUE,3767
b235751b-0e0e-4c44-b760-61451226b595,2/11/1990,Mullen-Salazar,Qhak,John Barker,Sell,5669,115.81,656526.89,FALSE,3916
16dfdaf7-d9e7-478c-87a8-853955746ce7,2/12/1990,Williams-Graham,gsrz,Billy Austin,Buy,2086,49.03,102276.58,TRUE,1194
6912f8fc-d367-496f-bcc7-895c2347cbef,2/13/1990,Smith and Sons,xyDQ,Harshad Mehta,Buy,4334,181.79,787877.86,FALSE,1539
ce041528-617d-4275-b44b-03e21791943b,2/14/1990,Brown Ltd,tvax,Harshad Mehta,Sell,8791,626.74,5509671.34,TRUE,3125
08574baa-2a53-4e0d-bd60-4c0a19fda26c,2/15/1990,Nelson-Mercer,RPGM,Harshad Mehta,Buy,3366,416.92,1403352.72,TRUE,1400
88d5bfa4-1af0-4502-8a2f-c969d52e31cb,2/16/1990,Farrell Ltd,SCgS,Harshad Mehta,Buy,1314,178.06,233970.84,FALSE,3862
e4bf54b8-cbd1-463a-b71a-aa4c98c00b68,2/17/1990,"Hayden, Perry and Lawrence",mTEm,Harshad Mehta,Sell,7518,931.64,7004069.52,TRUE,1924
3fd24ef1-c333-4bc0-b71a-a0d25f5224cd,2/18/1990,Lane-Johnson,TGbT,Amy Snyder,Buy,8043,758.6,6101419.8,FALSE,4218
9430fbc3-6e8f-4836-a121-d87a7fca0566,2/19/1990,"Weber, Atkinson and Hunter",bReo,Jeffrey Reyes,Buy,7519,971.68,7306061.92,TRUE,2208
34c2e999-44db-49a6-bdca-58efd096639b,2/20/1990,"Evans, Wilson and Thomas",fQLP,Harshad Mehta,Sell,5696,596.48,3397550.08,FALSE,2865
18545dd2-a15f-4cc3-94dd-d50652d5346b,2/21/1990,Martin PLC,yuZE,Harshad Mehta,Buy,1162,559.81,650499.22,TRUE,4446
83facb7a-41c2-42ce-a9da-97704bb06336,2/22/1990,Martin-Gonzalez,rmhk,Shannon Edwards,Buy,8654,75.99,657617.46,TRUE,1197
713c3835-7e91-430d-b977-b8a4f7eb70d5,2/23/1990,Shields Group,EdzF,Jillian Baker,Buy,2949,655.15,1932037.35,TRUE,4949
f0ca7351-5b56-4484-a9d4-44b7eeec46d2,2/24/1990,Grimes-Hill,yhQC,Harshad Mehta,Buy,8649,51.16,442482.84,TRUE,4572
e15d8f96-fc81-44e0-a18f-c5357aa4a28a,2/25/1990,Mcdaniel-Cameron,GGZz,Joshua Garner,Buy,4593,246.39,1131669.27,FALSE,2215
6912f8fc-d367-496f-bcc7-895c2347cbef,2/26/1990,Smith and Sons,xyDQ,Harshad Mehta,Buy,4334,181.79,787877.86,FALSE,3053
e15d8f96-fc81-44e0-a18f-c5357aa4a28a,2/27/1990,Mcdaniel-Cameron,GGZz,Joshua Garner,Buy,4593,246.39,1131669.27,FALSE,4204
e1928bc3-6b98-4a59-b26d-eabe5064700a,2/28/1990,Marshall PLC,YCpc,Colleen Franco,Buy,4286,450.85,1932343.1,FALSE,3049
597c080e-90ed-40a7-8331-3f9c332631fe,3/1/1990,Brown Group,pYzF,Daniel Sellers,Sell,7306,485.78,3549108.68,FALSE,3542
f586072a-f318-4084-ad60-4a90d143f747,3/2/1990,Espinoza-White,fhyu,Harshad Mehta,Buy,7156,49.71,355724.76,TRUE,4727
213f6bb2-34ff-4ace-8ede-2d62321a9a80,3/3/1990,Richardson-Payne,ziHN,Amy Morris,Buy,2657,997.95,2651553.15,FALSE,4868
85a74c67-5780-439f-a786-5350d508b0d3,3/4/1990,"Evans, Cantrell and Acevedo",KtVl,Harshad Mehta,Buy,7492,84.39,632249.88,TRUE,3466
74eb4fc5-ab6a-4795-97fc-b9d90c304a61,3/5/1990,"Oneill, Black and Hubbard",npIN,Charlotte Weber,Buy,7834,503.38,3943478.92,TRUE,3496
e8423eab-f3f3-4748-8651-fe119d647bf3,3/6/1990,Weaver LLC,FBkb,Harshad Mehta,Buy,5487,208.52,1144149.24,TRUE,2773
bf5f6280-2926-46d6-8191-d6bda8ac71f6,3/7/1990,Yoder Group,NDlZ,Joshua Cohen,Buy,6290,33.4,210086,TRUE,2357
e8423eab-f3f3-4748-8651-fe119d647bf3,3/8/1990,Weaver LLC,FBkb,Harshad Mehta,Buy,5487,208.52,1144149.24,TRUE,2938
3ca8758f-5cb7-40d5-b916-fa7a57badb7d,3/9/1990,"Swanson, Nelson and Wheeler",mosm,Eric Mcdowell,Sell,6393,819.79,5240917.47,FALSE,1711
18545dd2-a15f-4cc3-94dd-d50652d5346b,3/10/1990,Martin PLC,yuZE,Harshad Mehta,Buy,1162,559.81,650499.22,TRUE,1136
5b7524e0-444e-49ab-a8de-16b1f867ba89,3/11/1990,"Smith, Duffy and Carter",TEbU,Harshad Mehta,Buy,7341,352.48,2587555.68,TRUE,3871
c70664c8-010d-40e1-affe-2ad56e8a985f,3/12/1990,Watson-Tanner,RLxW,Jessica Carrillo DDS,Buy,3809,265.55,1011479.95,TRUE,2848
213f079c-bf18-48b4-bb53-fbf56069339a,3/13/1990,Mcgee-Smith,IpkV,Eric Sanchez,Sell,4880,402.21,1962784.8,TRUE,2299
16dfdaf7-d9e7-478c-87a8-853955746ce7,3/14/1990,Williams-Graham,gsrz,Billy Austin,Buy,2086,49.03,102276.58,TRUE,2550
e1928bc3-6b98-4a59-b26d-eabe5064700a,3/15/1990,Marshall PLC,YCpc,Colleen Franco,Buy,4286,450.85,1932343.1,FALSE,1557
ad702b9b-35eb-4fa7-87b0-19a0e0867fb8,3/16/1990,Hernandez-Perez,ibwM,Shawn Edwards,Buy,3011,926,2788186,TRUE,2322
b235751b-0e0e-4c44-b760-61451226b595,3/17/1990,Mullen-Salazar,Qhak,John Barker,Sell,5669,115.81,656526.89,FALSE,3740
10639cbe-dd12-4b49-a65d-9c25487c5f9d,3/18/1990,Smith Group,hQcJ,Harshad Mehta,Sell,4877,670.87,3271832.99,FALSE,4586
a4c7a43b-938c-4404-9b99-ca1041bd768c,3/19/1990,Welch Inc,scWB,Cynthia Garcia,Sell,6290,807.61,5079866.9,TRUE,1967
3ca8758f-5cb7-40d5-b916-fa7a57badb7d,3/20/1990,"Swanson, Nelson and Wheeler",mosm,Eric Mcdowell,Sell,6393,819.79,5240917.47,FALSE,1499
980bedf4-7932-4894-8719-f5bd46a29558,3/21/1990,"Riley, Blevins and Garrett",sIfr,Harshad Mehta,Sell,6084,431.82,2627192.88,FALSE,3179
eaff68eb-2dd4-4419-934a-c819eb2ca425,3/22/1990,Alexander LLC,YPsU,Harshad Mehta,Buy,1995,658.69,1314086.55,FALSE,2460
3fd24ef1-c333-4bc0-b71a-a0d25f5224cd,3/23/1990,Lane-Johnson,TGbT,Amy Snyder,Buy,8043,758.6,6101419.8,FALSE,2437
85a74c67-5780-439f-a786-5350d508b0d3,3/24/1990,"Evans, Cantrell and Acevedo",KtVl,Harshad Mehta,Buy,7492,84.39,632249.88,TRUE,2307
81441912-dd76-4db7-bef1-0019481ea700,3/25/1990,Robinson Ltd,VRDr,Ryan Herrera,Sell,4732,562.21,2660377.72,TRUE,2893
ab57d1ed-258a-40f7-97da-963dab2fbba8,3/26/1990,Hardy and Sons,GyTY,Mallory Patel,Buy,5842,22,128524,TRUE,4427
3f3c77b4-941b-455e-ba35-8d4b86ed21d3,3/27/1990,"Reed, Marsh and Evans",UYmr,Cynthia Stephens,Sell,9251,239.35,2214226.85,FALSE,1813
c70664c8-010d-40e1-affe-2ad56e8a985f,3/28/1990,Watson-Tanner,RLxW,Jessica Carrillo DDS,Buy,3809,265.55,1011479.95,TRUE,4698
d90cc238-b8fd-477b-8e0f-961b86621b99,3/29/1990,Flores-Krueger,lKYj,Harshad Mehta,Sell,1733,412.84,715451.72,TRUE,2389
a4c7a43b-938c-4404-9b99-ca1041bd768c,3/30/1990,Welch Inc,scWB,Cynthia Garcia,Sell,6290,807.61,5079866.9,TRUE,2612
5b7524e0-444e-49ab-a8de-16b1f867ba89,3/31/1990,"Smith, Duffy and Carter",TEbU,Harshad Mehta,Buy,7341,352.48,2587555.68,TRUE,1442
56a9b1b8-c715-4768-9542-f8a8dbcf90b7,4/1/1990,"Olson, Smith and Holland",jGBq,Harshad Mehta,Buy,9974,325.56,3247135.44,FALSE,1204
c70664c8-010d-40e1-affe-2ad56e8a985f,4/2/1990,Watson-Tanner,RLxW,Jessica Carrillo DDS,Buy,3809,265.55,1011479.95,TRUE,4601
e4bf54b8-cbd1-463a-b71a-aa4c98c00b68,4/3/1990,"Hayden, Perry and Lawrence",mTEm,Harshad Mehta,Sell,7518,931.64,7004069.52,TRUE,2659
72a217c3-c278-4b7d-acf5-5f2a3bc7a214,4/4/1990,"Torres, Thompson and Harrison",mWON,Valerie Wilson,Sell,914,640.3,585234.2,TRUE,1834
a74c8db1-a49e-4517-a2f1-17eef9ef3567,4/5/1990,Martin-Garner,ISut,Harshad Mehta,Buy,7660,760.68,5826808.8,FALSE,2981
96b1c078-d82a-4fe3-8947-fc75eb849548,4/6/1990,Hines-Snow,NEAs,Kelly Lee,Buy,9866,607.41,5992707.06,FALSE,1855
c70664c8-010d-40e1-affe-2ad56e8a985f,4/7/1990,Watson-Tanner,RLxW,Jessica Carrillo DDS,Buy,3809,265.55,1011479.95,TRUE,1832
99edfa70-10a5-4c12-ad28-a00efdf32158,4/8/1990,Christensen Group,vpfz,Harshad Mehta,Buy,6641,653.82,4342018.62,TRUE,2155
9575bc7a-0541-42f5-9541-ded649f9346d,4/9/1990,Hughes-Jenkins,eLCz,Zachary Austin,Buy,335,438.17,146786.95,FALSE,1554
d4a6dca2-047b-4ff7-947d-eaf1315a84ec,4/10/1990,Ramirez-Murphy,duNv,Harshad Mehta,Sell,2978,551.23,1641562.94,TRUE,3730
9f05be8c-16f2-4ae6-bd4a-86119a7954e6,4/11/1990,"Herrera, Jennings and Wilkins",cgge,Carol Stafford,Buy,5722,627.35,3589696.7,FALSE,4595
10639cbe-dd12-4b49-a65d-9c25487c5f9d,4/12/1990,Smith Group,hQcJ,Harshad Mehta,Sell,4877,670.87,3271832.99,FALSE,3834
713c3835-7e91-430d-b977-b8a4f7eb70d5,4/13/1990,Shields Group,EdzF,Jillian Baker,Buy,2949,655.15,1932037.35,TRUE,2985
4ed697b1-7757-41fe-9103-16eedb48e8bd,4/14/1990,Lawson-Robles,HuKe,Tommy Adams,Sell,2292,419.99,962617.08,FALSE,4657
81441912-dd76-4db7-bef1-0019481ea700,4/15/1990,Robinson Ltd,VRDr,Ryan Herrera,Sell,4732,562.21,2660377.72,TRUE,4713
8a2146ad-7b1d-4cab-8c46-3520fa0f84ca,4/16/1990,Berg Ltd,hbMS,Beverly Smith,Sell,1640,427.5,701100,TRUE,1798
ad702b9b-35eb-4fa7-87b0-19a0e0867fb8,4/17/1990,Hernandez-Perez,ibwM,Shawn Edwards,Buy,3011,926,2788186,TRUE,3932
99edfa70-10a5-4c12-ad28-a00efdf32158,4/18/1990,Christensen Group,vpfz,Harshad Mehta,Buy,6641,653.82,4342018.62,TRUE,2131
efc5fc78-a2b8-4972-9b4f-51b509e004ab,4/19/1990,"Morton, Fowler and Carney",qEDu,Cassandra Torres,Sell,7038,491.8,3461288.4,FALSE,1451
4ed697b1-7757-41fe-9103-16eedb48e8bd,4/20/1990,Lawson-Robles,HuKe,Tommy Adams,Sell,2292,419.99,962617.08,FALSE,1560
18545dd2-a15f-4cc3-94dd-d50652d5346b,4/21/1990,Martin PLC,yuZE,Harshad Mehta,Buy,1162,559.81,650499.22,TRUE,2151
d84a5d36-288a-43ca-848b-03747f36f5e8,4/22/1990,Bowers-Cardenas,xDrb,Brenda Liu,Buy,3494,878.69,3070142.86,FALSE,2941
b009b58f-a2dd-455f-b4e0-46966cdad5be,4/23/1990,Indian Oil Corporation,IND023,Sonya Rodriguez MD,Buy,2658,542.02,1440689.16,FALSE,1923
ce041528-617d-4275-b44b-03e21791943b,4/24/1990,Brown Ltd,tvax,Harshad Mehta,Sell,8791,626.74,5509671.34,TRUE,3212
160cb69c-1870-4b5c-90b2-3ff3e879e59c,4/25/1990,"Brady, Strong and Fuller",mjHh,Adam Morgan,Sell,4114,378.96,1559041.44,TRUE,1404
5152604e-b91f-485b-8c62-c5e83f54d9ba,4/26/1990,Harrison-Jones,bZEV,Susan Mullins,Sell,6919,952.29,6588894.51,FALSE,3574
e1928bc3-6b98-4a59-b26d-eabe5064700a,4/27/1990,Marshall PLC,YCpc,Colleen Franco,Buy,4286,450.85,1932343.1,FALSE,2547
7c8de30e-8842-4ee6-86ce-ca7f77dc0a5c,4/28/1990,Frank-Hurst,lwzh,Angela Price,Sell,927,51.26,47518.02,TRUE,4717
a4c7a43b-938c-4404-9b99-ca1041bd768c,4/29/1990,Welch Inc,scWB,Cynthia Garcia,Sell,6290,807.61,5079866.9,TRUE,2885
7c8de30e-8842-4ee6-86ce-ca7f77dc0a5c,4/30/1990,Frank-Hurst,lwzh,Angela Price,Sell,927,51.26,47518.02,TRUE,2726
9575bc7a-0541-42f5-9541-ded649f9346d,5/1/1990,Hughes-Jenkins,eLCz,Zachary Austin,Buy,335,438.17,146786.95,FALSE,3204
74eb4fc5-ab6a-4795-97fc-b9d90c304a61,5/2/1990,"Oneill, Black and Hubbard",npIN,Charlotte Weber,Buy,7834,503.38,3943478.92,TRUE,3900
9d7b0a8e-491c-420b-85bf-26276dc1e0cf,5/3/1990,"Harrison, Hodges and Mccann",XXxS,Sara Jones,Sell,6838,668.26,4569561.88,TRUE,2232
854e892e-5ad0-4ce3-9395-4d393276df98,5/4/1990,"Nguyen, Wright and Duran",jzbB,Mark Henry,Sell,4246,137.58,584164.68,TRUE,4634
91702625-a36a-42d0-b668-13312fd0e161,5/5/1990,Taylor-Payne,vkiN,Ashley Yu,Buy,9592,119.37,1144997.04,FALSE,3151
d5dcbbbd-88b4-410d-b9fb-4db4ad3a7fb3,5/6/1990,Davis-Mccarthy,AoIj,Harshad Mehta,Buy,198,769.52,152364.96,FALSE,3207
23fd1634-547c-4017-9fde-95575e777f08,5/7/1990,"Mckinney, Miller and Lawson",LOug,Rachel Holmes,Sell,759,257.17,195192.03,FALSE,1725
e2661a13-cdd8-4bf1-b153-8d344724c42b,5/8/1990,Cook Group,oRsP,Harshad Mehta,Sell,7626,56.5,430869,TRUE,1716
ad702b9b-35eb-4fa7-87b0-19a0e0867fb8,5/9/1990,Hernandez-Perez,ibwM,Shawn Edwards,Buy,3011,926,2788186,TRUE,2666
b009b58f-a2dd-455f-b4e0-46966cdad5be,5/10/1990,Indian Oil Corporation,IND023,Sonya Rodriguez MD,Buy,2658,542.02,1440689.16,FALSE,1533
49c346e9-3e07-46a6-b01c-dd1a48a1c6af,5/11/1990,Arnold Group,dbkQ,Harshad Mehta,Sell,4954,292.02,1446667.08,FALSE,1160
08574baa-2a53-4e0d-bd60-4c0a19fda26c,5/12/1990,Nelson-Mercer,RPGM,Harshad Mehta,Buy,3366,416.92,1403352.72,TRUE,1533
72a217c3-c278-4b7d-acf5-5f2a3bc7a214,5/13/1990,"Torres, Thompson and Harrison",mWON,Valerie Wilson,Sell,914,640.3,585234.2,TRUE,2452
6acc42c9-1d12-4e8d-97d2-57e39228758d,5/14/1990,Mathis Ltd,KqeL,Harshad Mehta,Sell,4043,198.78,803667.54,TRUE,3939
7c8de30e-8842-4ee6-86ce-ca7f77dc0a5c,5/15/1990,Frank-Hurst,lwzh,Angela Price,Sell,927,51.26,47518.02,TRUE,1068
f0ca7351-5b56-4484-a9d4-44b7eeec46d2,5/16/1990,Grimes-Hill,yhQC,Harshad Mehta,Buy,8649,51.16,442482.84,TRUE,1076
83facb7a-41c2-42ce-a9da-97704bb06336,5/17/1990,Martin-Gonzalez,rmhk,Shannon Edwards,Buy,8654,75.99,657617.46,TRUE,4679
96b1c078-d82a-4fe3-8947-fc75eb849548,5/18/1990,Hines-Snow,NEAs,Kelly Lee,Buy,9866,607.41,5992707.06,FALSE,3218
08574baa-2a53-4e0d-bd60-4c0a19fda26c,5/19/1990,Nelson-Mercer,RPGM,Harshad Mehta,Buy,3366,416.92,1403352.72,TRUE,2146
44517503-ae01-4ceb-98b1-4faa7eaa1d7f,5/20/1990,"Velasquez, Duncan and Mack",Natt,Andrea Williams,Sell,893,466.86,416905.98,FALSE,3207
b5933de3-dcd3-47e8-89d0-eb6bfe882c4f,5/21/1990,Ortiz-Leblanc,MIGQ,Harshad Mehta,Sell,5046,69.75,351958.5,FALSE,1014
e1928bc3-6b98-4a59-b26d-eabe5064700a,5/22/1990,Marshall PLC,YCpc,Colleen Franco,Buy,4286,450.85,1932343.1,FALSE,4405
9f05be8c-16f2-4ae6-bd4a-86119a7954e6,5/23/1990,"Herrera, Jennings and Wilkins",cgge,Carol Stafford,Buy,5722,627.35,3589696.7,FALSE,3087
18545dd2-a15f-4cc3-94dd-d50652d5346b,5/24/1990,Martin PLC,yuZE,Harshad Mehta,Buy,1162,559.81,650499.22,TRUE,2592
725a7da2-20a9-4072-99d5-80dc67ca2c1a,5/25/1990,"Bryant, Davila and Tucker",oKDz,Karen Carter,Buy,517,861.52,445405.84,FALSE,1877
137f6534-fea3-4b6d-b735-82d21ad54e70,5/26/1990,Smith-Beltran,GBTY,Harshad Mehta,Sell,1857,530.43,985008.51,FALSE,3973
e2f11c3c-0adb-4407-aa81-57834f52fa8c,5/27/1990,Sanchez LLC,uqnt,Meredith Evans,Buy,3430,937.24,3214733.2,FALSE,4600
d84a5d36-288a-43ca-848b-03747f36f5e8,5/28/1990,Bowers-Cardenas,xDrb,Brenda Liu,Buy,3494,878.69,3070142.86,FALSE,1374
160cb69c-1870-4b5c-90b2-3ff3e879e59c,5/29/1990,"Brady, Strong and Fuller",mjHh,Adam Morgan,Sell,4114,378.96,1559041.44,TRUE,2142
88d5bfa4-1af0-4502-8a2f-c969d52e31cb,5/30/1990,Farrell Ltd,SCgS,Harshad Mehta,Buy,1314,178.06,233970.84,FALSE,4823
d4a6dca2-047b-4ff7-947d-eaf1315a84ec,5/31/1990,Ramirez-Murphy,duNv,Harshad Mehta,Sell,2978,551.23,1641562.94,TRUE,3986
10639cbe-dd12-4b49-a65d-9c25487c5f9d,6/1/1990,Smith Group,hQcJ,Harshad Mehta,Sell,4877,670.87,3271832.99,FALSE,1881
49c346e9-3e07-46a6-b01c-dd1a48a1c6af,6/2/1990,Arnold Group,dbkQ,Harshad Mehta,Sell,4954,292.02,1446667.08,FALSE,3915
c5e8770f-5dc5-4452-80b0-52c2ca2c5073,6/3/1990,"Hoover, Branch and Mclaughlin",dPIK,Harshad Mehta,Buy,639,520.44,332561.16,FALSE,4974
16dfdaf7-d9e7-478c-87a8-853955746ce7,6/4/1990,Williams-Graham,gsrz,Billy Austin,Buy,2086,49.03,102276.58,TRUE,4798
85a74c67-5780-439f-a786-5350d508b0d3,6/5/1990,"Evans, Cantrell and Acevedo",KtVl,Harshad Mehta,Buy,7492,84.39,632249.88,TRUE,3485
e4bf54b8-cbd1-463a-b71a-aa4c98c00b68,6/6/1990,"Hayden, Perry and Lawrence",mTEm,Harshad Mehta,Sell,7518,931.64,7004069.52,TRUE,1171
d4a6dca2-047b-4ff7-947d-eaf1315a84ec,6/7/1990,Ramirez-Murphy,duNv,Harshad Mehta,Sell,2978,551.23,1641562.94,TRUE,2990
137f6534-fea3-4b6d-b735-82d21ad54e70,6/8/1990,Smith-Beltran,GBTY,Harshad Mehta,Sell,1857,530.43,985008.51,FALSE,3765
e4bf54b8-cbd1-463a-b71a-aa4c98c00b68,6/9/1990,"Hayden, Perry and Lawrence",mTEm,Harshad Mehta,Sell,7518,931.64,7004069.52,TRUE,3223
e2f11c3c-0adb-4407-aa81-57834f52fa8c,6/10/1990,Sanchez LLC,uqnt,Meredith Evans,Buy,3430,937.24,3214733.2,FALSE,1457
37d1d51f-d1bc-4385-8caf-5e67032471ab,6/11/1990,"Jensen, Wilson and Nichols",hnIz,Kenneth Morris,Buy,1642,868.36,1425847.12,TRUE,4746
160cb69c-1870-4b5c-90b2-3ff3e879e59c,6/12/1990,"Brady, Strong and Fuller",mjHh,Adam Morgan,Sell,4114,378.96,1559041.44,TRUE,4951
a13ea038-132b-494a-a9af-2f4c7fcbe21c,6/13/1990,Hooper Inc,mVDA,Richard Thomas,Sell,4349,657.97,2861511.53,TRUE,1521
713c3835-7e91-430d-b977-b8a4f7eb70d5,6/14/1990,Shields Group,EdzF,Jillian Baker,Buy,2949,655.15,1932037.35,TRUE,4561
49c346e9-3e07-46a6-b01c-dd1a48a1c6af,6/15/1990,Arnold Group,dbkQ,Harshad Mehta,Sell,4954,292.02,1446667.08,FALSE,2608
16dfdaf7-d9e7-478c-87a8-853955746ce7,6/16/1990,Williams-Graham,gsrz,Billy Austin,Buy,2086,49.03,102276.58,TRUE,1948
